   Wavenu Wavelen  kap100   kap198   kap296 del/al
    1/cm    nm     1/km-am  1/km-am  1/km-am K^1/2

    3930  2543.84  6.76E+1  7.83E+1  8.92E+1   240
    3935  2540.60  5.37E+1  6.93E+1  8.57E+1   313
    3940  2537.38  9.87E+1  1.03E+2  1.21E+2   323
    3945  2534.16  1.21E+2  1.02E+2  1.11E+2   308
    3950  2530.95  8.49E+1  7.38E+1  8.40E+1   386
    3955  2527.76  1.27E+2  1.11E+2  1.14E+2   369
    3960  2524.56  1.20E+2  1.15E+2  1.21E+2   279
    3965  2521.38  9.18E+1  9.57E+1  1.09E+2   295
    3970  2518.20  9.53E+1  1.01E+2  1.17E+2   322
    3975  2515.04  8.00E+1  8.96E+1  1.14E+2   285
    3980  2511.88  7.86E+1  8.48E+1  1.10E+2   249
    3985  2508.73  7.01E+1  8.44E+1  1.11E+2   250
    3990  2505.58  4.38E+1  6.47E+1  1.02E+2   260
    3995  2502.45  4.14E+1  6.02E+1  9.71E+1   235
    4000  2499.32  6.95E+1  7.90E+1  1.17E+2   231
    4005  2496.20  4.29E+1  6.26E+1  1.05E+2   231
    4010  2493.09  2.25E+1  5.72E+1  1.10E+2   184
    4015  2489.98  4.83E+1  8.41E+1  1.48E+2   202
    4020  2486.88  5.15E+1  8.45E+1  1.41E+2   201
    4025  2483.79  4.52E+1  7.47E+1  1.30E+2   196
    4030  2480.71  5.13E+1  7.62E+1  1.47E+2   192
    4035  2477.64  3.73E+1  7.36E+1  1.53E+2   162
    4040  2474.57  3.60E+1  6.87E+1  1.42E+2   167
    4045  2471.51  5.21E+1  8.54E+1  1.72E+2   177
    4050  2468.46  5.81E+1  9.37E+1  2.14E+2   182
    4055  2465.42  5.64E+1  1.04E+2  2.54E+2   155
    4060  2462.38  5.99E+1  1.39E+2  2.91E+2   151
    4065  2459.35  5.26E+1  1.44E+2  3.55E+2   146
    4070  2456.33  7.17E+1  1.90E+2  4.69E+2   129
    4075  2453.32  9.34E+1  2.47E+2  4.79E+2   161
    4080  2450.31  1.01E+2  2.85E+2  5.49E+2   185
    4085  2447.31  1.42E+2  3.53E+2  6.59E+2   181
    4090  2444.32  2.17E+2  4.25E+2  7.01E+2   183
    4095  2441.34  2.99E+2  4.63E+2  6.74E+2   182
    4100  2438.36  3.04E+2  4.99E+2  8.19E+2   161
    4105  2435.39  2.55E+2  5.51E+2  1.05E+3   112
    4110  2432.43  2.73E+2  4.72E+2  7.83E+2   139
    4115  2429.47  2.96E+2  5.24E+2  8.89E+2   150
    4120  2426.52  4.65E+2  9.64E+2  1.68E+3   118
    4125  2423.58  6.91E+2  1.07E+3  1.70E+3   117
    4130  2420.65  5.31E+2  7.83E+2  1.27E+3   129
    4135  2417.72  3.63E+2  7.26E+2  1.37E+3   164
    4140  2414.80  2.92E+2  5.46E+2  1.06E+3   197
    4145  2411.89  3.23E+2  4.35E+2  7.51E+2   194
    4150  2408.98  3.15E+2  6.59E+2  1.23E+3   172
    4155  2406.08  3.85E+2  1.13E+3  2.02E+3   170
    4160  2403.19  3.51E+2  1.03E+3  1.75E+3   153
    4165  2400.31  3.46E+2  1.12E+3  1.93E+3   137
    4170  2397.43  4.84E+2  1.57E+3  2.69E+3   161
    4175  2394.56  7.42E+2  1.93E+3  3.03E+3   184
    4180  2391.69  1.53E+3  2.76E+3  3.54E+3   185
    4185  2388.83  1.73E+3  2.27E+3  2.96E+3   168
    4190  2385.98  1.33E+3  1.78E+3  2.54E+3   145
    4195  2383.14  1.70E+3  1.99E+3  2.71E+3   142
    4200  2380.30  1.84E+3  1.86E+3  2.63E+3   148
    4205  2377.47  1.69E+3  2.10E+3  3.14E+3   115
    4210  2374.65  1.98E+3  3.36E+3  5.13E+3   106
    4215  2371.83  4.86E+3  8.58E+3  1.21E+4   113
    4220  2369.02  5.42E+3  7.17E+3  8.58E+3   116
    4225  2366.22  2.65E+3  3.10E+3  3.72E+3   167
    4230  2363.42  1.94E+3  1.87E+3  2.45E+3   160
    4235  2360.63  1.83E+3  1.56E+3  2.11E+3   138
    4240  2357.85  2.80E+3  2.49E+3  2.81E+3   118
    4245  2355.07  4.73E+3  5.38E+3  5.56E+3   140
    4250  2352.30  3.17E+3  4.46E+3  5.37E+3   126
    4255  2349.54  3.00E+3  4.69E+3  5.73E+3   116
    4260  2346.78  3.25E+3  6.00E+3  7.21E+3   120
    4265  2344.03  1.51E+3  3.59E+3  4.97E+3   120
    4270  2341.28  1.90E+3  4.17E+3  5.45E+3   124
    4275  2338.54  2.71E+3  4.73E+3  6.27E+3   129
    4280  2335.81  2.35E+3  3.64E+3  5.06E+3   134
    4285  2333.09  3.58E+3  3.77E+3  4.50E+3   144
    4290  2330.37  3.30E+3  2.72E+3  3.35E+3   152
    4295  2327.65  2.51E+3  1.93E+3  2.49E+3   114
    4300  2324.95  1.76E+3  1.79E+3  2.77E+3   112
    4305  2322.25  1.96E+3  2.57E+3  4.34E+3   123
    4310  2319.55  3.86E+3  5.90E+3  8.32E+3    96
    4315  2316.86  4.70E+3  6.00E+3  6.90E+3    80
    4320  2314.18  1.58E+3  1.06E+3  1.04E+3   131
    4325  2311.51  1.21E+3  6.90E+2  6.34E+2   185
    4330  2308.84  4.05E+3  2.01E+3  1.45E+3   190
    4335  2306.18  2.22E+4  1.25E+4  7.35E+3   309
    4340  2303.52  9.85E+3  8.48E+3  6.56E+3   160
    4345  2300.87  8.47E+3  7.94E+3  6.64E+3   129
    4350  2298.22  4.04E+3  5.00E+3  5.33E+3   108
    4355  2295.58  2.67E+3  4.19E+3  5.38E+3    88
    4360  2292.95  2.91E+3  3.67E+3  4.69E+3    85
    4365  2290.33  2.77E+3  3.05E+3  4.08E+3    95
    4370  2287.71  2.16E+3  2.40E+3  3.42E+3   109
    4375  2285.09  2.51E+3  2.53E+3  3.20E+3   126
    4380  2282.48  4.15E+3  3.89E+3  4.15E+3   149
    4385  2279.88  1.86E+3  1.95E+3  2.48E+3   146
    4390  2277.28  2.07E+3  2.20E+3  2.61E+3   139
    4395  2274.69  2.20E+3  2.62E+3  2.91E+3   152
    4400  2272.11  1.27E+3  1.82E+3  2.24E+3   145
    4405  2269.53  1.67E+3  2.61E+3  3.17E+3   129
    4410  2266.96  8.50E+2  1.72E+3  2.53E+3   123
    4415  2264.39  6.54E+2  1.49E+3  2.30E+3   127
    4420  2261.83  1.42E+3  3.09E+3  4.33E+3   130
    4425  2259.27  6.23E+2  1.72E+3  3.00E+3   124
    4430  2256.72  3.61E+2  1.19E+3  2.33E+3   111
    4435  2254.18  6.16E+2  1.90E+3  3.34E+3   102
    4440  2251.64  5.15E+2  1.68E+3  2.90E+3    94
    4445  2249.10  3.09E+2  1.26E+3  2.33E+3    90
    4450  2246.58  2.95E+2  1.19E+3  2.22E+3    95
    4455  2244.06  3.26E+2  1.32E+3  2.42E+3   123
    4460  2241.54  2.81E+2  1.30E+3  2.40E+3   132
    4465  2239.03  3.12E+2  1.19E+3  2.07E+3   126
    4470  2236.53  4.36E+2  1.22E+3  1.89E+3   140
    4475  2234.03  4.43E+2  1.27E+3  2.04E+3   172
    4480  2231.53  4.60E+2  1.13E+3  1.84E+3   195
    4485  2229.05  3.82E+2  8.33E+2  1.49E+3   195
    4490  2226.56  3.88E+2  7.46E+2  1.31E+3   184
    4495  2224.09  4.24E+2  6.15E+2  9.90E+2   208
    4500  2221.62  5.04E+2  6.42E+2  1.03E+3   265
    4505  2219.15  3.82E+2  5.19E+2  9.17E+2   215
    4510  2216.69  3.45E+2  4.19E+2  6.90E+2   217
    4515  2214.24  2.23E+2  2.61E+2  5.41E+2   233
    4520  2211.79  1.42E+2  1.96E+2  4.52E+2   189
    4525  2209.34  1.14E+2  1.58E+2  3.54E+2   138
    4530  2206.90  1.16E+2  1.78E+2  4.72E+2   108
    4535  2204.47  5.42E+2  7.81E+2  1.41E+3   102
    4540  2202.04  1.86E+3  2.39E+3  2.82E+3    78
    4545  2199.62  1.23E+3  2.62E+3  3.74E+3    98
    4550  2197.20  2.39E+2  4.37E+2  1.05E+3   116
    4555  2194.79  1.56E+2  1.70E+2  3.62E+2   173
    4560  2192.38  1.09E+2  8.96E+1  1.71E+2   266
    4565  2189.98  1.57E+2  1.06E+2  1.56E+2   372
    4570  2187.59  2.10E+2  1.03E+2  1.27E+2   518
    4575  2185.20  2.12E+2  1.13E+2  1.37E+2   518
    4580  2182.81  4.01E+2  1.96E+2  1.77E+2   601
    4585  2180.43  4.00E+2  2.00E+2  1.65E+2   625
    4590  2178.05  6.12E+2  3.40E+2  2.56E+2   432
    4595  2175.68  4.41E+2  2.79E+2  2.14E+2   311
    4600  2173.32  4.77E+2  3.49E+2  2.72E+2   292
    4605  2170.96  3.38E+2  3.80E+2  3.37E+2   246
    4610  2168.61  1.91E+2  2.95E+2  3.11E+2   211
    4615  2166.26  1.76E+2  3.18E+2  3.67E+2   204
    4620  2163.91  9.81E+1  1.90E+2  2.49E+2   313
    4625  2161.57  1.24E+2  2.33E+2  3.05E+2   391
    4630  2159.24  9.95E+1  1.72E+2  2.49E+2   720
    4635  2156.91  4.61E+1  1.25E+2  2.02E+2   573
    4640  2154.58  6.14E+1  1.54E+2  2.40E+2   702
    4645  2152.26  2.66E+1  1.01E+2  1.91E+2   796
    4650  2149.95  2.89E+1  1.26E+2  2.33E+2   589
    4655  2147.64  1.87E+1  8.79E+1  1.88E+2   681
    4660  2145.34  5.39E+0  3.40E+1  8.72E+1   610
    4665  2143.04  7.85E+0  4.09E+1  1.01E+2   582
    4670  2140.74  6.30E+0  2.77E+1  7.47E+1   646
    4675  2138.45  2.35E+0  1.73E+1  5.55E+1   527
    4680  2136.17  2.25E+0  1.72E+1  5.60E+1   762
    4685  2133.89  5.96E-1  8.61E+0  3.96E+1   508
    4690  2131.61  7.16E-1  1.07E+1  5.07E+1   582
    4695  2129.34  3.63E-1  6.16E+0  3.39E+1   485
    4700  2127.08  2.37E-1  3.87E+0  2.29E+1   485
    4705  2124.82  2.06E-1  3.59E+0  2.17E+1   552
    4710  2122.56  1.50E-1  3.04E+0  1.98E+1   549
    4715  2120.31  1.31E-1  1.73E+0  1.09E+1   526
    4720  2118.07  8.98E-2  1.44E+0  1.04E+1   419
    4725  2115.82  6.05E-2  9.15E-1  7.16E+0   479
    4730  2113.59  9.16E-2  8.46E-1  5.52E+0   443
    4735  2111.36  9.14E-2  8.06E-1  5.31E+0   422
    4740  2109.13  7.31E-2  4.99E-1  3.51E+0   528
    4745  2106.91  8.95E-2  5.44E-1  3.39E+0   581
    4750  2104.69  1.02E-1  5.10E-1  2.86E+0   734
    4755  2102.48  9.05E-2  3.62E-1  2.08E+0   961
    4760  2100.27  1.00E-1  4.11E-1  2.17E+0   806
    4765  2098.06  8.95E-2  3.74E-1  2.01E+0   956
    4770  2095.86  7.43E-2  2.80E-1  1.61E+0  1408
    4775  2093.67  8.82E-2  2.77E-1  1.41E+0  1672
    4780  2091.48  8.32E-2  3.06E-1  1.58E+0  1271
    4785  2089.29  8.33E-2  2.83E-1  1.42E+0  1412
    4790  2087.11  8.79E-2  2.38E-1  1.15E+0  2118
    4795  2084.94  7.55E-2  2.50E-1  1.29E+0  1634
    4800  2082.76  7.72E-2  2.31E-1  1.16E+0  1828
    4805  2080.60  8.72E-2  1.99E-1  9.08E-1  2754
    4810  2078.43  6.43E-2  2.04E-1  1.12E+0  1738
    4815  2076.28  6.35E-2  1.99E-1  1.09E+0  1683
    4820  2074.12  8.49E-2  1.79E-1  7.85E-1  3028
    4825  2071.97  7.01E-2  1.67E-1  8.36E-1  2469
    4830  2069.83  6.64E-2  1.62E-1  8.27E-1  2231
    4835  2067.69  7.44E-2  1.51E-1  6.77E-1  3056
    4840  2065.55  6.43E-2  1.45E-1  7.28E-1  2576
    4845  2063.42  6.38E-2  1.45E-1  7.15E-1  2435
    4850  2061.29  6.52E-2  1.27E-1  5.67E-1  3429
    4855  2059.17  5.73E-2  1.24E-1  6.27E-1  2788
    4860  2057.05  5.90E-2  1.27E-1  6.21E-1  2636
    4865  2054.94  6.42E-2  1.30E-1  5.80E-1  2985
    4870  2052.83  6.50E-2  1.46E-1  6.72E-1  2287
    4875  2050.72  6.41E-2  1.25E-1  5.45E-1  3150
    4880  2048.62  6.89E-2  1.30E-1  5.30E-1  3329
    4885  2046.52  7.75E-2  1.66E-1  6.74E-1  2421
    4890  2044.43  8.45E-2  1.82E-1  6.91E-1  2151
    4895  2042.34  8.15E-2  1.60E-1  5.89E-1  2546
    4900  2040.26  7.86E-2  1.50E-1  5.59E-1  2553
    4905  2038.18  9.55E-2  1.85E-1  6.23E-1  2190
    4910  2036.10  1.21E-1  2.43E-1  7.33E-1  2017
    4915  2034.03  1.08E-1  2.16E-1  6.80E-1  2027
    4920  2031.97  8.00E-2  1.47E-1  5.12E-1  2557
    4925  2029.90  1.33E-1  2.95E-1  8.57E-1  1440
    4930  2027.84  1.53E-1  3.29E-1  8.83E-1  1575
    4935  2025.79  1.52E-1  2.71E-1  7.03E-1  2234
    4940  2023.74  1.71E-1  3.22E-1  7.74E-1  1285
    4945  2021.69  1.67E-1  3.55E-1  8.87E-1  1123
    4950  2019.65  1.80E-1  3.52E-1  8.80E-1  1773
    4955  2017.61  4.31E-1  8.15E-1  1.52E+0  1953
    4960  2015.58  4.22E-1  8.70E-1  1.65E+0  1638
    4965  2013.55  2.90E-1  6.14E-1  1.36E+0  1847
    4970  2011.52  2.74E-1  5.17E-1  1.12E+0  1936
    4975  2009.50  2.79E-1  4.07E-1  7.56E-1  1864
    4980  2007.48  5.21E-1  9.32E-1  1.57E+0  1496
    4985  2005.47  4.92E-1  9.97E-1  1.82E+0  1704
    4990  2003.46  2.69E-1  4.80E-1  1.03E+0  1824
    4995  2001.46  1.78E-1  2.80E-1  5.75E-1   469
    5000  1999.45  8.19E-1  1.35E+0  2.04E+0  1515
    5005  1997.46  1.34E+0  2.73E+0  3.88E+0  1242
    5010  1995.46  6.10E-1  1.34E+0  2.42E+0  2197
    5015  1993.47  1.84E-1  2.82E-1  5.65E-1   183
    5020  1991.49  7.30E-1  1.11E+0  1.76E+0  2006
    5025  1989.51  1.91E+0  3.18E+0  4.14E+0  1522
    5030  1987.53  1.14E+0  2.00E+0  2.93E+0  1455
    5035  1985.56  3.81E-1  5.60E-1  9.29E-1   221
    5040  1983.59  1.54E+0  2.05E+0  2.75E+0  1629
    5045  1981.62  3.06E+0  3.81E+0  4.31E+0   960
    5050  1979.66  1.35E+0  1.95E+0  2.63E+0   782
    5055  1977.70  1.25E+0  1.77E+0  2.44E+0   647
    5060  1975.75  2.11E+0  2.46E+0  2.96E+0   637
    5065  1973.79  2.27E+0  2.40E+0  2.75E+0   802
    5070  1971.85  1.43E+0  1.79E+0  2.39E+0   676
    5075  1969.91  2.46E+0  2.87E+0  3.53E+0   946
    5080  1967.97  2.66E+0  3.18E+0  3.92E+0   592
    5085  1966.03  4.14E+0  3.71E+0  4.45E+0   582
    5090  1964.10  7.95E+0  5.47E+0  5.26E+0   606
    5095  1962.17  3.30E+0  3.41E+0  3.76E+0   419
    5100  1960.25  3.38E+0  3.80E+0  4.25E+0   395
    5105  1958.33  3.37E+0  3.68E+0  4.04E+0   462
    5110  1956.41  3.65E+0  3.70E+0  3.98E+0   478
    5115  1954.50  7.33E+0  5.08E+0  4.84E+0   542
    5120  1952.59  3.54E+0  3.04E+0  3.69E+0   531
    5125  1950.69  2.38E+0  3.92E+0  5.67E+0   468
    5130  1948.79  7.72E+0  9.07E+0  9.93E+0   302
    5135  1946.89  1.37E+1  1.13E+1  9.77E+0   305
    5140  1944.99  1.19E+1  7.63E+0  6.61E+0   459
    5145  1943.10  1.28E+1  6.46E+0  5.63E+0   622
    5150  1941.22  9.64E+0  5.47E+0  5.07E+0   677
    5155  1939.33  4.26E+0  4.49E+0  4.86E+0   476
    5160  1937.46  5.56E+0  5.20E+0  5.66E+0   305
    5165  1935.58  6.99E+0  4.80E+0  4.96E+0   279
    5170  1933.71  6.59E+0  5.76E+0  6.14E+0   229
    5175  1931.84  8.13E+0  8.13E+0  8.79E+0   176
    5180  1929.98  6.84E+0  6.65E+0  7.45E+0   319
    5185  1928.11  1.13E+1  6.69E+0  7.04E+0   426
    5190  1926.26  2.35E+1  1.24E+1  1.07E+1   356
    5195  1924.40  2.53E+1  1.41E+1  1.22E+1   307
    5200  1922.55  1.94E+1  1.51E+1  1.46E+1   269
    5205  1920.71  1.87E+1  1.93E+1  2.00E+1   210
    5210  1918.86  1.33E+1  1.36E+1  1.48E+1   379
    5215  1917.02  7.70E+0  7.40E+0  8.57E+0   353
    5220  1915.19  1.08E+1  9.61E+0  1.04E+1   354
    5225  1913.35  1.35E+1  1.18E+1  1.25E+1   287
    5230  1911.52  1.25E+1  1.32E+1  1.46E+1   307
    5235  1909.70  6.97E+0  9.63E+0  1.22E+1   340
    5240  1907.88  7.30E+0  9.03E+0  1.08E+1   225
    5245  1906.06  5.02E+0  6.68E+0  8.68E+0   223
    5250  1904.24  3.39E+0  5.53E+0  8.11E+0   201
    5255  1902.43  4.61E+0  7.13E+0  9.84E+0   181
    5260  1900.62  2.83E+0  4.92E+0  7.83E+0   211
    5265  1898.82  1.87E+0  3.46E+0  6.25E+0   160
    5270  1897.02  2.83E+0  5.16E+0  8.44E+0   190
    5275  1895.22  2.13E+0  4.59E+0  7.99E+0   228
    5280  1893.42  1.33E+0  2.98E+0  5.79E+0   179
    5285  1891.63  1.87E+0  4.26E+0  7.74E+0   145
    5290  1889.84  1.49E+0  4.20E+0  8.68E+0   113
    5295  1888.06  1.15E+0  3.14E+0  6.84E+0   112
    5300  1886.28  1.48E+0  3.60E+0  6.90E+0   105
    5305  1884.50  1.39E+0  3.76E+0  7.93E+0   102
    5310  1882.73  1.59E+0  4.54E+0  9.72E+0   105
    5315  1880.95  1.96E+0  5.18E+0  1.04E+1    94
    5320  1879.19  1.84E+0  4.54E+0  8.96E+0   107
    5325  1877.42  1.68E+0  4.59E+0  9.37E+0   124
    5330  1875.66  2.26E+0  6.12E+0  1.22E+1   144
    5335  1873.90  2.18E+0  6.57E+0  1.41E+1   144
    5340  1872.15  2.26E+0  6.99E+0  1.54E+1   147
    5345  1870.40  4.49E+0  9.28E+0  1.63E+1   124
    5350  1868.65  4.32E+0  9.19E+0  1.62E+1   132
    5355  1866.90  5.15E+0  1.16E+1  2.05E+1   147
    5360  1865.16  9.55E+0  1.89E+1  3.04E+1   131
    5365  1863.42  9.70E+0  1.78E+1  2.81E+1   188
    5370  1861.69  1.31E+1  1.75E+1  2.40E+1   216
    5375  1859.96  2.55E+1  2.67E+1  3.13E+1   198
    5380  1858.23  3.47E+1  3.34E+1  4.05E+1   189
    5385  1856.50  2.86E+1  2.80E+1  3.80E+1   164
    5390  1854.78  1.88E+1  2.22E+1  3.18E+1   148
    5395  1853.06  3.20E+1  3.05E+1  3.81E+1   151
    5400  1851.35  4.93E+1  4.30E+1  4.91E+1   145
    5405  1849.63  3.84E+1  4.23E+1  5.45E+1   112
    5410  1847.92  4.04E+1  3.92E+1  5.14E+1    96
    5415  1846.22  5.15E+1  3.98E+1  4.72E+1   128
    5420  1844.51  4.03E+1  3.58E+1  4.51E+1   176
    5425  1842.81  5.48E+1  4.96E+1  6.29E+1   173
    5430  1841.12  6.80E+1  5.99E+1  7.04E+1   155
    5435  1839.42  4.68E+1  5.11E+1  6.74E+1   132
    5440  1837.73  4.01E+1  5.47E+1  7.99E+1    97
    5445  1836.05  3.66E+1  6.02E+1  9.02E+1   116
    5450  1834.36  2.95E+1  5.96E+1  9.95E+1   131
    5455  1832.68  2.08E+1  4.76E+1  8.45E+1   125
    5460  1831.00  1.61E+1  4.26E+1  7.95E+1   134
    5465  1829.33  1.65E+1  4.16E+1  7.36E+1   183
    5470  1827.65  2.05E+1  6.03E+1  1.03E+2   197
    5475  1825.99  1.96E+1  6.97E+1  1.26E+2   153
    5480  1824.32  1.42E+1  4.62E+1  8.24E+1   155
    5485  1822.66  1.88E+1  6.58E+1  1.13E+2   189
    5490  1821.00  3.52E+1  1.02E+2  1.53E+2   222
    5495  1819.34  4.60E+1  9.80E+1  1.31E+2   233
    5500  1817.69  3.10E+1  8.49E+1  1.28E+2   231
    5505  1816.03  2.39E+1  6.14E+1  9.43E+1   174
    5510  1814.39  6.21E+1  1.15E+2  1.47E+2   181
    5515  1812.74  9.45E+1  1.54E+2  1.74E+2   230
    5520  1811.10  8.89E+1  1.28E+2  1.45E+2   238
    5525  1809.46  6.76E+1  1.08E+2  1.30E+2   265
    5530  1807.82  8.28E+1  1.14E+2  1.28E+2   258
    5535  1806.19  1.52E+2  1.69E+2  1.70E+2   219
    5540  1804.56  1.02E+2  1.22E+2  1.35E+2   193
    5545  1802.93  1.06E+2  1.30E+2  1.54E+2   191
    5550  1801.31  8.26E+1  1.05E+2  1.33E+2   142
    5555  1799.69  9.32E+1  1.12E+2  1.32E+2   127
    5560  1798.07  1.39E+2  1.55E+2  1.77E+2   117
    5565  1796.45  1.16E+2  1.47E+2  1.94E+2   111
    5570  1794.84  1.21E+2  1.94E+2  2.77E+2   113
    5575  1793.23  1.65E+2  3.07E+2  4.13E+2    95
    5580  1791.63  3.96E+2  6.01E+2  6.45E+2   113
    5585  1790.02  6.99E+2  6.81E+2  6.11E+2   145
    5590  1788.42  2.82E+2  2.91E+2  3.03E+2   142
    5595  1786.82  1.67E+2  2.01E+2  2.26E+2   107
    5600  1785.23  2.55E+2  2.84E+2  2.80E+2    96
    5605  1783.63  3.48E+2  3.04E+2  2.47E+2   113
    5610  1782.04  2.62E+2  1.82E+2  1.42E+2   150
    5615  1780.46  2.28E+2  1.49E+2  1.17E+2   176
    5620  1778.87  3.94E+2  2.38E+2  1.67E+2   229
    5625  1777.29  4.74E+2  3.19E+2  2.25E+2   207
    5630  1775.71  6.01E+2  4.82E+2  3.69E+2   144
    5635  1774.14  4.03E+2  4.74E+2  4.61E+2    91
    5640  1772.57  2.52E+2  3.06E+2  3.30E+2    88
    5645  1771.00  3.06E+2  3.09E+2  3.06E+2   124
    5650  1769.43  2.47E+2  2.51E+2  2.39E+2   144
    5655  1767.86  2.10E+2  2.22E+2  2.22E+2   151
    5660  1766.30  2.02E+2  2.38E+2  2.65E+2   140
    5665  1764.74  1.55E+2  2.10E+2  2.46E+2   136
    5670  1763.19  1.13E+2  1.69E+2  2.25E+2   118
    5675  1761.63  7.59E+1  1.24E+2  1.95E+2    97
    5680  1760.08  8.52E+1  1.17E+2  1.72E+2    89
    5685  1758.53  9.20E+1  1.18E+2  1.76E+2    83
    5690  1756.99  5.97E+1  9.28E+1  1.54E+2    74
    5695  1755.45  9.68E+1  1.21E+2  1.73E+2    85
    5700  1753.91  1.25E+2  1.55E+2  2.09E+2   104
    5705  1752.37  7.41E+1  1.11E+2  1.64E+2    97
    5710  1750.84  5.81E+1  1.05E+2  1.66E+2    99
    5715  1749.30  8.29E+1  1.39E+2  2.06E+2   103
    5720  1747.77  9.09E+1  1.50E+2  2.09E+2    95
    5725  1746.25  5.68E+1  1.40E+2  2.24E+2   139
    5730  1744.72  6.56E+1  1.67E+2  2.60E+2   139
    5735  1743.20  7.63E+1  1.75E+2  2.54E+2   115
    5740  1741.68  6.31E+1  1.50E+2  2.33E+2   133
    5745  1740.17  8.79E+1  2.03E+2  3.03E+2   120
    5750  1738.66  1.24E+2  2.81E+2  3.93E+2   115
    5755  1737.15  9.37E+1  2.13E+2  3.29E+2   108
    5760  1735.64  1.15E+2  2.43E+2  3.71E+2   101
    5765  1734.13  1.52E+2  3.14E+2  4.43E+2    91
    5770  1732.63  1.49E+2  3.09E+2  4.39E+2    86
    5775  1731.13  2.30E+2  4.44E+2  5.83E+2    90
    5780  1729.63  2.36E+2  4.50E+2  5.61E+2    83
    5785  1728.14  3.31E+2  5.12E+2  5.51E+2   102
    5790  1726.64  5.84E+2  7.37E+2  6.90E+2   116
    5795  1725.15  6.42E+2  7.41E+2  6.47E+2   120
    5800  1723.67  8.95E+2  8.21E+2  6.37E+2   141
    5805  1722.18  1.11E+3  8.15E+2  5.79E+2   182
    5810  1720.70  9.57E+2  6.12E+2  4.16E+2   201
    5815  1719.22  5.88E+2  3.78E+2  2.79E+2   190
    5820  1717.74  3.95E+2  2.72E+2  2.22E+2   192
    5825  1716.27  3.06E+2  2.13E+2  1.93E+2   180
    5830  1714.80  2.73E+2  2.13E+2  2.14E+2   121
    5835  1713.33  4.13E+2  3.47E+2  3.37E+2    97
    5840  1711.86  4.79E+2  4.14E+2  4.21E+2   103
    5845  1710.40  6.76E+2  5.30E+2  4.77E+2   134
    5850  1708.94  1.28E+3  8.57E+2  6.23E+2   153
    5855  1707.48  1.03E+3  9.36E+2  8.21E+2   112
    5860  1706.02  8.61E+2  9.78E+2  9.21E+2    91
    5865  1704.56  5.31E+2  6.95E+2  7.26E+2    82
    5870  1703.11  3.49E+2  5.75E+2  6.89E+2    75
    5875  1701.66  2.70E+2  5.37E+2  7.30E+2    76
    5880  1700.22  1.96E+2  3.95E+2  5.81E+2    75
    5885  1698.77  1.80E+2  3.05E+2  4.31E+2    81
    5890  1697.33  1.71E+2  2.80E+2  4.23E+2    89
    5895  1695.89  1.52E+2  2.18E+2  3.22E+2   103
    5900  1694.45  1.88E+2  2.48E+2  3.31E+2   131
    5905  1693.02  2.07E+2  3.12E+2  4.03E+2   138
    5910  1691.59  1.61E+2  2.54E+2  3.38E+2   142
    5915  1690.16  1.24E+2  2.30E+2  3.08E+2   199
    5920  1688.73  9.26E+1  1.86E+2  2.54E+2   180
    5925  1687.30  1.05E+2  2.31E+2  3.11E+2   159
    5930  1685.88  9.19E+1  2.10E+2  2.87E+2   136
    5935  1684.46  1.09E+2  2.20E+2  2.91E+2   175
    5940  1683.04  8.38E+1  1.75E+2  2.44E+2   218
    5945  1681.63  9.01E+1  1.72E+2  2.41E+2   171
    5950  1680.21  1.18E+2  1.84E+2  2.37E+2   225
    5955  1678.80  7.83E+1  1.14E+2  1.44E+2   223
    5960  1677.39  1.45E+2  1.77E+2  2.04E+2   231
    5965  1675.99  1.29E+2  1.57E+2  1.93E+2   182
    5970  1674.58  1.45E+2  1.65E+2  1.93E+2   190
    5975  1673.18  1.42E+2  1.84E+2  2.37E+2   171
    5980  1671.78  1.11E+2  1.54E+2  2.33E+2   125
    5985  1670.39  1.42E+2  1.80E+2  3.06E+2   104
    5990  1668.99  1.09E+2  1.83E+2  3.99E+2    90
    5995  1667.60  1.36E+2  3.13E+2  6.79E+2   127
    6000  1666.21  6.64E+2  1.47E+3  2.07E+3   191
    6005  1664.82  1.20E+3  8.77E+2  7.08E+2   325
    6010  1663.44  3.27E+2  2.22E+2  1.81E+2   331
    6015  1662.06  3.34E+2  2.06E+2  1.68E+2   310
    6020  1660.68  2.89E+2  1.64E+2  1.44E+2   394
    6025  1659.30  3.35E+2  1.86E+2  1.64E+2   366
    6030  1657.92  2.62E+2  1.74E+2  2.04E+2   264
    6035  1656.55  2.54E+2  2.22E+2  3.11E+2   215
    6040  1655.18  4.25E+2  4.05E+2  4.10E+2   191
    6045  1653.81  7.61E+2  4.91E+2  3.59E+2   379
    6050  1652.44  7.45E+2  3.90E+2  2.72E+2   618
    6055  1651.08  7.01E+2  4.33E+2  3.21E+2   425
    6060  1649.71  6.38E+2  5.79E+2  4.80E+2   155
    6065  1648.35  4.88E+2  5.13E+2  4.77E+2   119
    6070  1647.00  2.91E+2  3.39E+2  3.55E+2   153
    6075  1645.64  2.13E+2  2.90E+2  3.16E+2   238
    6080  1644.29  1.99E+2  2.67E+2  2.92E+2   358
    6085  1642.94  1.67E+2  2.35E+2  2.70E+2   384
    6090  1641.59  1.63E+2  2.25E+2  2.66E+2   470
    6095  1640.24  1.89E+2  2.27E+2  2.59E+2   502
